Conditional fertility rates by calendar year, age and birth order
Last modified: 23/05/2024
Code Year  Age       m1x       m2x       m3x       m4x      m5px
EST  1997   41   0.01318   0.00451   0.00306   0.00660   0.03197
EST  1997   42   0.00307   0.00000   0.00268   0.00598   0.01417
EST  1997   43   0.00178   0.00077   0.00060   0.00260   0.01528
EST  1997   44   0.00372   0.00074   0.00100   0.00000   0.00640
EST  1997   45   0.00000   0.00000   0.00000   0.00195   0.00000
EST  1997   46   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1997   47   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1997   48   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1997   49   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1997   50   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1997   51   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1997   52   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1997   53         .         .         .         .         .
EST  1997   54         .         .         .         .         .
EST  1997   55+        .         .         .         .         .
EST  1998   12-  0.00000         .         .         .         .
EST  1998   13   0.00000         .         .         .         .
EST  1998   14   0.00009         .         .         .         .
EST  1998   15   0.00210   0.00000         .         .         .
EST  1998   16   0.00815   0.08407         .         .         .
EST  1998   17   0.02279   0.03744   0.11731         .         .
EST  1998   18   0.04027   0.05237   0.03580         .         .
EST  1998   19   0.06612   0.05212   0.06956         .         .
EST  1998   20   0.09116   0.07106   0.08170   0.07519         .
EST  1998   21   0.09181   0.08756   0.05176   0.15091         .
EST  1998   22   0.09746   0.07351   0.07198   0.16130   0.00000
EST  1998   23   0.10363   0.07308   0.07326   0.08894   0.06723
EST  1998   24   0.10745   0.07797   0.04405   0.08996   0.21645
EST  1998   25   0.11152   0.07409   0.04906   0.08261   0.16032
EST  1998   26   0.11467   0.08509   0.04594   0.05036   0.18303
EST  1998   27   0.11109   0.07741   0.03849   0.05265   0.10754
EST  1998   28   0.08773   0.07347   0.03602   0.05660   0.10348
EST  1998   29   0.11011   0.07444   0.03440   0.05485   0.09781
EST  1998   30   0.09141   0.06326   0.03576   0.05213   0.06989
EST  1998   31   0.08223   0.05584   0.02574   0.03989   0.10565
EST  1998   32   0.07411   0.04405   0.02180   0.02867   0.08807
EST  1998   33   0.04581   0.04697   0.02132   0.03185   0.09142
EST  1998   34   0.03898   0.03558   0.01578   0.02952   0.07291
EST  1998   35   0.05468   0.03017   0.01635   0.01471   0.04194
EST  1998   36   0.05069   0.01900   0.01638   0.01975   0.03302
EST  1998   37   0.08091   0.01640   0.00948   0.01671   0.03365
EST  1998   38   0.14489   0.00920   0.00631   0.00878   0.04377
EST  1998   39   0.09911   0.00748   0.00577   0.00934   0.03565
EST  1998   40   0.01660   0.00504   0.00217   0.00848   0.02496
EST  1998   41   0.02474   0.00415   0.00158   0.00616   0.02516
EST  1998   42   0.00000   0.00190   0.00231   0.00301   0.00869
EST  1998   43   0.00155   0.00188   0.00135   0.00240   0.00991
EST  1998   44   0.00000   0.00000   0.00142   0.00131   0.00460
EST  1998   45   0.00000   0.00038   0.00020   0.00000   0.00644
EST  1998   46   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1998   47   0.00000   0.00000   0.00000   0.00000   0.00162
EST  1998   48   0.00000   0.00000   0.00020   0.00000   0.00000
EST  1998   49   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1998   50   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1998   51   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1998   52   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1998   53   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1998   54         .         .         .         .         .
EST  1998   55+        .         .         .         .         .
EST  1999   12-  0.00000         .         .         .         .
EST  1999   13   0.00010         .         .         .         .
EST  1999   14   0.00019         .         .         .         .
EST  1999   15   0.00135   0.00000         .         .         .
EST  1999   16   0.00846   0.09590         .         .         .
EST  1999   17   0.02126   0.04891   0.00000         .         .
EST  1999   18   0.03685   0.05696   0.03886         .         .
EST  1999   19   0.06418   0.08665   0.07108         .         .
EST  1999   20   0.08559   0.07849   0.08939   0.06679         .
EST  1999   21   0.08598   0.06721   0.08578   0.12170         .
EST  1999   22   0.09499   0.07391   0.08404   0.05380   0.00000
EST  1999   23   0.10681   0.09384   0.05833   0.11369   0.00000
EST  1999   24   0.10719   0.08853   0.05531   0.16686   0.12467
EST  1999   25   0.10373   0.08875   0.04481   0.05777   0.15756
EST  1999   26   0.10550   0.08590   0.03950   0.04173   0.14109
EST  1999   27   0.09977   0.07501   0.03228   0.07983   0.07480
EST  1999   28   0.09625   0.09014   0.03674   0.04624   0.11775
EST  1999   29   0.09146   0.06817   0.03553   0.05527   0.11518
EST  1999   30   0.08912   0.06720   0.02691   0.04974   0.08529
EST  1999   31   0.07726   0.06339   0.03262   0.04645   0.08200
EST  1999   32   0.06619   0.04656   0.02657   0.04531   0.09878
EST  1999   33   0.05241   0.04130   0.02347   0.02928   0.05897
EST  1999   34   0.04684   0.03516   0.02078   0.04014   0.07006
EST  1999   35   0.03293   0.02934   0.01543   0.02654   0.05987
EST  1999   36   0.03833   0.02261   0.01635   0.02083   0.06033
EST  1999   37   0.05508   0.01201   0.00914   0.01095   0.05364
EST  1999   38   0.08286   0.01425   0.00852   0.00977   0.04300
EST  1999   39   0.13780   0.00763   0.00770   0.01166   0.03673
EST  1999   40   0.06645   0.00513   0.00250   0.00757   0.02754
EST  1999   41   0.02407   0.00545   0.00317   0.00425   0.02478
EST  1999   42   0.01968   0.00152   0.00139   0.00618   0.01181
EST  1999   43   0.00192   0.00152   0.00097   0.00121   0.01444
EST  1999   44   0.00156   0.00113   0.00039   0.00120   0.00567
EST  1999   45   0.00181   0.00000   0.00061   0.00066   0.00154
EST  1999   46   0.00000   0.00000   0.00000   0.00066   0.00162
EST  1999   47   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1999   48   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1999   49   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1999   50   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1999   51   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1999   52   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1999   53   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1999   54   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1999   55+  0.00000   0.00000   0.00000   0.00000   0.00000
EST  2000   12-  0.00000         .         .         .         .
EST  2000   13   0.00010         .         .         .         .
EST  2000   14   0.00031         .         .         .         .
EST  2000   15   0.00230   0.00000         .         .         .
EST  2000   16   0.00925   0.06128         .         .         .
EST  2000   17   0.02230   0.03165   0.00000         .         .
EST  2000   18   0.03783   0.04607   0.08410         .         .
EST  2000   19   0.06101   0.06371   0.00000         .         .
EST  2000   20   0.07590   0.08348   0.06595   0.11145         .
EST  2000   21   0.08507   0.07063   0.06353   0.03706         .
EST  2000   22   0.08645   0.07513   0.08129   0.13813   0.28577
EST  2000   23   0.09889   0.07373   0.08218   0.08968   0.07999
EST  2000   24   0.10776   0.07787   0.05681   0.12251   0.18506
EST  2000   25   0.10563   0.08256   0.05639   0.03354   0.26152
EST  2000   26   0.10977   0.08347   0.03976   0.06335   0.21025
EST  2000   27   0.11058   0.09019   0.04726   0.05414   0.12435
EST  2000   28   0.09638   0.09020   0.04455   0.09021   0.10870
EST  2000   29   0.09148   0.08252   0.03909   0.07256   0.12091
EST  2000   30   0.08318   0.07662   0.04012   0.05228   0.08897
EST  2000   31   0.08753   0.07397   0.03666   0.05966   0.11266
EST  2000   32   0.08121   0.05520   0.03610   0.04283   0.07428
EST  2000   33   0.05919   0.04997   0.03154   0.04270   0.08215
EST  2000   34   0.06062   0.04249   0.02598   0.03948   0.09727
EST  2000   35   0.04473   0.03782   0.02045   0.02449   0.04978
EST  2000   36   0.02973   0.03019   0.01399   0.02501   0.05801
EST  2000   37   0.02758   0.01864   0.01156   0.01610   0.05535
EST  2000   38   0.04054   0.01609   0.01040   0.02082   0.04132
EST  2000   39   0.05082   0.00655   0.00638   0.01387   0.03350
EST  2000   40   0.14558   0.00731   0.00656   0.00928   0.03010
EST  2000   41   0.02920   0.00414   0.00310   0.00644   0.02142
EST  2000   42   0.00706   0.00256   0.00259   0.00549   0.01873
EST  2000   43   0.00853   0.00076   0.00219   0.00247   0.01022
EST  2000   44   0.00000   0.00191   0.00019   0.00121   0.01007
EST  2000   45   0.00000   0.00076   0.00000   0.00000   0.00142
EST  2000   46   0.00000   0.00039   0.00021   0.00000   0.00000
EST  2000   47   0.00000   0.00000   0.00061   0.00000   0.00000
EST  2000   48   0.00000   0.00000   0.00020   0.00000   0.00000
EST  2000   49   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2000   50   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2000   51   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2000   52   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2000   53   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2000   54   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2000   55+  0.00000   0.00000   0.00000   0.00000   0.00000
EST  2001   12-  0.00000         .         .         .         .
EST  2001   13   0.00010         .         .         .         .
EST  2001   14   0.00020         .         .         .         .
EST  2001   15   0.00195   0.00000         .         .         .
EST  2001   16   0.00838   0.06274         .         .         .
EST  2001   17   0.01773   0.04270   0.11834         .         .
EST  2001   18   0.03703   0.05823   0.07805         .         .
EST  2001   19   0.05672   0.06159   0.06475         .         .
EST  2001   20   0.06693   0.06178   0.09939   0.10541         .
EST  2001   21   0.07773   0.07680   0.08073   0.11602         .
EST  2001   22   0.08137   0.09565   0.07159   0.12422   0.00000
EST  2001   23   0.09197   0.06996   0.05820   0.12132   0.20768
EST  2001   24   0.09891   0.07536   0.05202   0.14161   0.07455
EST  2001   25   0.10351   0.08059   0.04727   0.05300   0.14238
EST  2001   26   0.11008   0.08689   0.03608   0.06950   0.18029
EST  2001   27   0.09185   0.08558   0.04315   0.07952   0.12050
EST  2001   28   0.09339   0.09347   0.04554   0.06442   0.08667
EST  2001   29   0.08949   0.08548   0.03096   0.04051   0.12167
EST  2001   30   0.07657   0.07994   0.03822   0.05843   0.09810
EST  2001   31   0.07866   0.07191   0.03692   0.04584   0.11787
EST  2001   32   0.07160   0.05699   0.03423   0.03124   0.07930
EST  2001   33   0.06941   0.04414   0.03301   0.03835   0.09139
EST  2001   34   0.03970   0.04688   0.03128   0.03228   0.07472
EST  2001   35   0.04598   0.03565   0.02561   0.03319   0.06127
EST  2001   36   0.04693   0.02901   0.02118   0.02840   0.05886
EST  2001   37   0.02608   0.02022   0.01694   0.01853   0.05759
EST  2001   38   0.02694   0.00890   0.01234   0.02152   0.03603
EST  2001   39   0.01768   0.00897   0.00860   0.01010   0.03669
EST  2001   40   0.05367   0.00758   0.00501   0.00719   0.02423
EST  2001   41   0.04059   0.00369   0.00331   0.00695   0.02414
EST  2001   42   0.02388   0.00139   0.00195   0.00410   0.01836
EST  2001   43   0.01077   0.00147   0.00100   0.00245   0.01004
EST  2001   44   0.00288   0.00038   0.00040   0.00000   0.00731
EST  2001   45   0.00000   0.00038   0.00039   0.00000   0.00145
EST  2001   46   0.00000   0.00000   0.00020   0.00061   0.00143
EST  2001   47   0.00000   0.00000   0.00000   0.00000   0.00156
EST  2001   48   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2001   49   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2001   50   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2001   51   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2001   52   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2001   53   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2001   54   0.00000   0.00000   0.00000   0.00000   0.00000
EST  2001   55+  0.00000   0.00000   0.00000   0.00000   0.00000
EST  2002   12-  0.00000         .         .         .         .
EST  2002   13   0.00000         .         .         .         .
EST  2002   14   0.00019         .         .         .         .
EST  2002   15   0.00221   0.00000         .         .         .
EST  2002   16   0.00777   0.00000         .         .         .
EST  2002   17   0.01940   0.03228   0.15563         .         .
EST  2002   18   0.03067   0.05417   0.04277         .         .
EST  2002   19   0.05250   0.06073   0.03212         .         .
EST  2002   20   0.07097   0.06347   0.07302   0.00000         .
EST  2002   21   0.06678   0.07547   0.06850   0.04777         .
EST  2002   22   0.07719   0.08167   0.07170   0.09170   0.40234
EST  2002   23   0.08261   0.08328   0.06539   0.08327   0.05909
EST  2002   24   0.09177   0.07925   0.06586   0.09004   0.24159
EST  2002   25   0.10276   0.07799   0.05525   0.06065   0.07972
EST  2002   26   0.10666   0.09562   0.04285   0.09221   0.09441
EST  2002   27   0.11149   0.09138   0.04275   0.06851   0.18558
EST  2002   28   0.10442   0.09927   0.04004   0.06748   0.19279
EST  2002   29   0.10167   0.08882   0.03659   0.06064   0.07914
EST  2002   30   0.10613   0.08210   0.03436   0.05109   0.09293
EST  2002   31   0.08201   0.07234   0.03666   0.04423   0.06809
EST  2002   32   0.07088   0.07155   0.03992   0.04292   0.08510
EST  2002   33   0.06150   0.05716   0.03830   0.04537   0.07276
EST  2002   34   0.06392   0.05010   0.02583   0.04781   0.07821
EST  2002   35   0.04714   0.04384   0.03025   0.03160   0.06320
EST  2002   36   0.03013   0.03563   0.01626   0.02505   0.08032
EST  2002   37   0.04064   0.02249   0.01723   0.02075   0.03996
EST  2002   38   0.02461   0.01830   0.01587   0.01377   0.04210
EST  2002   39   0.03284   0.00897   0.01086   0.01636   0.03823
